,text
4984,"Để có được một kế hoạch kinh doanh hiệu quả, bạn nên tham khảo các bí quyết dưới đây để có được một kết quả tốt đẹp. >> Xem t..."
4985,"Gái ngoan là gái vẫn còn trinh ? Một cô gái gần 30 mà vẫn còn “trong trắng” thì có nghĩa là gái ngoan, hay thực chất chỉ là do các nàng ..."
4986,Truyện cười hay nhất thế gian
4987,"Ðây là lần đầu tiên của bạn. Bạn nằm xuống, các cơ bắp căng cứng. Bạn đẩy anh ấy ra và cố tìm một câu xin lỗi, nhưng anh ta không chịu bị ..."
4988,Cài đặt và cấu hình nghinx
4989,chuyện của tôi (26)
4990,truyện cười (8)
4991,Xem theo dòng thời gian
4992,tháng một (1)
4993,tháng mười một (3)
4994,tháng bảy (1)
4995,tháng mười (6)
4996,tháng hai (4)
4997,tháng mười hai (6)
4998,tháng mười một (34)
4999,tháng chín (2)
5000,tháng tám (6)
5001,tháng sáu (5)
5002,Về chúng tôi
5003,"Ra mắt trong bối cảnh đất nước bùng nổ thông tin và đặc biệt là bán hàng qua mạng, mua sắm vui gặp vô vàn khó khăn do nhiều công ty bán hàng qua mạng đã đi trước và đạt nhiều thành công trước."
5004,"Với sự tài tình và nhậy bén của ban lãnh đạo công ty, kết hợp cùng với đội ngũ kĩ thuật viên và chăm sóc khách hàng trẻ-năng động đã tạo nên thành công rực rỡ của công ty."
5005,Lưu ý: tính miễn nhiệm trong blog của mua sắm vui: Blog mua sắm vui được viết bởi (những) người được mua sắm vui mời bao gồm nhân viên chính thức của mua sắm vui hoặc bạn bè hoặc các tác giả blog lớn. Chúng tôi hoàn toàn không chịu trách nhiệm gì với nội dung của các bài đăng trong blog này. Mỗi tác giả khi viết bài trên blog đã tự nguyện chấp nhận chịu trách nhiệm cho bài viết của mình.
5006,
5007,Thành viên Nhóm Đăng ký Đăng Nhập
5008,Tổng số bài gửi : 259
5009,"Tiêu đề: Giải pháp theo dõi cấu hình hệ thống - Tripwire Tue May 13, 2008 5:50 pm"
5010,"Một hệ thống mạng tích hợp lớn và phức tạp về cấu trúc cũng như có số lượng lớn về thiết bị và phần mềm, việc quản trị và bảo quản an tòan các cấu hình đã thiết lập cho Router, Firewall, Switch cũng như Config file, registry trong các hệ thống máy chủ Unix, Windows sẽ rất khó khăn. Các tình trạng thường gặp như mất cấu hình do hư hỏng phần cứng, sai lầm của người quản trị. Các kiểu tấn công hoặc xâm nhập hệ thống thành công của Hacker, Virus… nhằm triệt để giải quyết tình trạng trên Tripwire đã đưa ra công nghệ quản lý và đảm bảo an tòan hệ thống file và cấu hình hệ thống bằng các sản phẩm Tripwire server cho các hệ thống máy chủ với các OS khác nhau. Tripwire server cho các thiết bị mạng."
5011,"Tripwire là chương trình được Eugene Spafford và Gene Kim viết vào năm 1992. Tripwire là một minh hoạ cho phương pháp dùng chương trình tự động trên hệ thống chủ để phát hiện sự xâm nhập: khi được cài đặt trên hệ thống chủ nó sẽ kiểm tra những thay đổi trên hệ thống, bảo đảm những tập tin quan trọng không bị sửa đổi."
5012,"Chương trình này ghi lại những thuộc tính của tập tin hệ thống quan trọng, sau đó nó sẽ định kỳ so sánh trạng thái hiện hành của những tập tin này với các thuộc tính được lưu trữ và báo cáo về bất kỳ thay đổi đáng ngờ nào."
5013,Một cách khác của hướng kiểm tra hệ thống chủ là kiểm soát toàn bộ gói tin khi chúng vào và ra khỏi hệ thống chủ.
5014,Tripwire server cho các hệ thống máy chủ:
5015,Các chức năng chính :
5016,- Kiểm tra các sự thay đổi của hệ thống
5017,- Dễ dàng thiết lập các Policy cho hệ thống quản lý với hệ thống file cấu hình
5018,"- Được thiết kế phục vụ cung cấp nhiều dạng báo cáo và các tính năng báo động khác nhau như email, syslog, SNMP traps, XML , HTML hoặc gửi trực tiếp đến Tripwire Manager console."
5019,Mô hình hoạt động
5020,Quản trị cấu hình thiết bị với các chức năng sau:
5021,- Hổ trợ kết nối đến hệ thống bằng SSH/SCP
5022,"- User Lockout/Timeout: cho phép thiết lập thời gian kết thúc kết nối đến các ứng dụng hoặc các chương trình quản trị, cấu hình một cách tự động."
5023,- Phục hồi hệ thống cấu hình một cách nhanh chóng
5024,"- Quản trị hệ thống bằng web, SNMP"
5025,"- Kết hợp dễ dàng với các hệ thống quản trị trung tâm như Netforensics, EMS, Tripwire manager…."
5026,Sơ đồ họat động hệ thống:
5027,Trang 1 trong tổng số 1 trang
5028,» Hướng dẫn thiết kế lắp đặt điện theo tiêu chuẩn IEC
5029,Permissions in this forum: Bạn không có quyền trả lời bài viết
5030,
5031,"Dù chỉ một giây thôi em cũng muốn anh nhìn về phía em, để Jung YunHo hiểu rằng Park YooChun này vẫn còn tồn tại."
5032,"Hôm qua em đã đến xem concert của Tohoshinki, của Shim ChangMin và Jung YunHo. Anh không biết đâu, ChangMin không biết và cả Bigeast lại càng không. Em đội một chiếc mũ len màu đỏ, đeo khẩu trang màu đen, cả người kín mít chỉ lộ mỗi đôi mắt. Có vài Bigeast quay lại nhìn em, rỉ tai nhau bật cười khúc khích, ban đầu em còn có chút lo lắng vì sợ họ nhận ra em là ai. Nhưng hóa ra, những cô gái ấy chỉ thích thú vì nghĩ em là một fanboy của các anh mà thôi. Chỉ tại em đã lo xa quá rồi."
5033,"Rất lâu rồi em mới tham dự một concert của Tohoshinki, chỉ khác lần này em đến đây với tư cách là một khán giả. Em chọn một chỗ đủ gần để có thể nhìn anh và ChangMin thật rõ, để không bỏ sót một nốt nhạc nào xuất phát từ trái tim của cả hai người, nhưng cũng đủ xa để anh không thể nhận ra em là ai. Vậy mà không rõ vì sao, mỗi lần ánh mắt anh lướt qua em, trái tim em đều thắt lại. Dường như anh biết em đang ở đây, đang mỉm cười với em, và cảm ơn em vì đã đặt chân đến nơi này. Nhưng tất cả chỉ là ảo giác thôi đúng không anh, chỉ là kết quả của nỗi nhớ nhung quá lớn mà thành?"
5034,"Đêm ấy, anh và ChangMin đã hát lại Love in the ice, em cũng khe khẽ hát theo. Ban đầu em không dám hát to vì sợ người bên cạnh sẽ nhận ra giọng hát của em, và gây ra một vụ lùm xùm không đáng có. Nhưng rồi cô ấy vẫn chẳng hay biết gì cả. Em lại lo xa quá rồi. Bigeast giờ đã không còn là của em nữa, những cô gái ấy cũng đã lãng quên sự hiện diện của Micky YooChun đối với Tohoshinki mất rồi."
5035,"Em nhớ vào khoảng thời gian đầu tiên đặt chân đến Nhật Bản, chúng ta chỉ là những con số không tròn trĩnh không hơn, là những ca sĩ vô danh mà không một ai thèm để tâm đến. Một tối nọ, anh đã rủ em ra ngoài đi dạo. Làm kẻ vô danh không có gì là không tốt, ra ngoài không phải mang theo một đống đồ lỉnh kỉnh bên mình để ngụy trang, rồi lại nơm nớp lo sợ bị bắt gặp giống như tội phạm. Chúng ta chỉ là hai người đàn ông bình thường, khoác vai nhau bước trên hè phố rợp một màu hoa đào trắng, trò chuyện về âm nhạc, đồ ăn, Nhật Bản và Hàn Quốc. Bất chợt, em quay lại hỏi anh."
5036,"– YunHo à, nếu một ngày em không còn là thành viên của Dongbangshinki nữa thì sao nhỉ?"
5037,"Anh quay sang nhìn em và bước chân chúng ta cũng theo đó mà dừng lại, dưới một gốc hoa anh đào trắng, hoa rụng và tuyết buông rơi, phủ trắng mái tóc anh và mái tóc em. Rồi anh mỉm cười, nói một câu làm em ngạc nhiên muốn ngã ngửa:"
5038,"– YooChun à, mình hát Hug nhé? Em hát một câu, anh hát một câu được không?"
5039,– Được thôi. – Em bật cười trong ngượng ngùng.
5040,"Anh muốn là chiếc giường trong phòng của em dù chỉ một ngày. Muốn đưa em vào giấc ngủ thật say, thật ấm áp trong vòng tay anh."
5041,Muốn được tìm hiểu về em qua những lời nói thì thầm nho nhỏ. Anh muốn chiến thắng những bóng ma trong giấc ngủ của em.
5042,Một ngày của anh trôi qua thật tuyệt vời vì có em…
5043,"Câu hát còn chưa trọn vẹn, anh chợt áp lấy hai gò má của em, rồi bất ngờ đặt lên môi em một nụ hôn. Chỉ trong một khắc ngắn ngủi, trái tim em đã đập lỡ một nhịp, khung cảnh trước mắt bỗng trở nên chênh chao một cách lạ lùng, chẳng còn gì là rõ ràng cả, đèn giao thông, xe cộ, tuyết, hoa anh đào và đôi mắt của anh. Sau đó anh buông em ra, nhìn thẳng vào em mà tuyên bố:"
5044,"Nụ hôn đầu tiên của anh mang hương thơm thanh khiết của hoa đào trắng. Đôi mắt anh kiên nghị như tuyết trắng giữa đêm đông. Tất cả vẫn khắc ghi trong lòng em. Chỉ khác là, Jung YunHo vẫn còn sống, nhưng mọi người đã quên mất Park YooChun từng là một mảnh của Dongbangshinki mất rồi. Anh không có lỗi, Cassiopeia và Bigeast lại càng không. Chỉ trách em đã chọn sai con đường, chỉ trách rằng ngày hôm ấy em đã không quay đầu bước lại về phía anh."
5045,"Một lát sau anh và ChangMin trở lại cùng một bài hát mới, em tiếp tục lặng lẽ dõi theo anh, lắng nghe giọng hát của anh. Cứ như vậy cho đến phút cuối cùng của concert, chẳng ai nhận ra em, chẳng ai hay em là khán giả cuối cùng ở lại chỉ để nhìn về một sân khấu vốn chẳng còn người."
5046,"Hôm nay em đứng lại chỗ này, chỉ khác rằng anh đã không còn biểu diễn ở đây nữa, nhưng không hiểu vì sao em vẫn cứ tìm đến, bước dọc sân vận động mà hôm qua vốn là một concert hoành tráng của Tohoshinki, chỉ để cảm nhận chút dư âm anh còn lưu lại. Hơi thở của anh, nhiệt huyết của anh, ánh nhìn của anh, và tiếng hát của anh. Những gì đã từng thuộc về em, mà bây giờ chỉ còn là quá khứ. Giá như thời quan quay trở lại, dù chỉ một lần thôi, thì cũng thật tốt phải không, anh nhỉ?"
5047,"Tôi tỉnh dậy vào lúc 3 giờ sáng, rồi cứ vậy mà thao thức trên giường, không tài nào chợp mắt được, dù hôm qua đến tận 12 giờ đêm tôi mới có thể ngủ. Có lẽ là vì căng thẳng quá độ nên mới bị mất ngủ chăng? Tôi cứ nằm thao thức trên giường như vậy, thỉnh thoảng lại quay sang đối diện với khuôn mặt của YunHo vẫn còn chìm sâu vào giấc ngủ. Tôi tự hỏi lúc này anh có mơ không? Nếu có, vậy giấc mơ của anh là gì? Giấc mơ ấy có làm anh trở nên hạnh phúc? Hay lại quẩn quanh trong một nỗi ám ảnh không thể nặn nên thành hình?"
5048,"Tôi thở dài rồi bước xuống giường, khẽ khàng mở tủ lấy ra một bộ đồ thể thao, định bụng ra ngoài chạy bộ để thôi không nghĩ ngợi lung tung nữa. Song, cửa chính vừa bật mở, tim tôi chợt giật mình mà thắt lại. Một người phụ nữ đang ngồi co ro ngay dưới chân tôi, mắt nhắm nghiền để ngủ một cách vật vờ. Thật không dám tin vào những gì tôi đang thấy nữa:"
5049,"– Chị Hye Bin, sao chị lại ở đây vào giờ này cơ chứ?"
5050,"Tôi hét to trong bàng hoàng, làm chị cũng theo đó mà giật mình tỉnh giấc khỏi mê man. Chị dụi mắt, ngước lên nhìn tôi, vừa ngạc nhiên, vừa vui sướng."
5051,– ChangMin dậy rồi sao? Bây giờ mới có 3 giờ sáng thôi nhỉ? Chị mới đợi có một tiếng thôi mà.
5052,– Sao không gọi em hay anh YunHo chứ?
5053,"– Tại chị nghĩ cả hai đang ngủ, nên không muốn làm phiền thôi. – Chị Hye Bin vén một bên tóc trong bối rối."
5054,"– Chị thật là… – Tôi thở dài rồi bước gọn về một bên. – Chị vào trong nhanh đi, ngoài này lạnh lắm. Em mà không ra mở cửa, chị định đợi đến tận sáng hôm sau sao?"
5055,– Hẳn là vậy nhỉ? – Chị Hye Bin cười gượng rồi bước vào trong nhà.
5056,"Tôi vội vã chạy vào trong phòng bếp, mở tủ lạnh ra mong có thể tìm được một thứ gì đó làm nguyên liệu nấu ăn, nhưng đảo quanh một hồi ngoài bia của tôi cộng thêm vài gói mì ăn liền ra thì chẳng còn gì, đàn ông sống với nhau, bê bối đến vậy đó."
5057,– Chị ăn tạm mì gói nhé? – Tôi hét vọng ra ngoài phòng khách.
5058,– Sao cũng được em à. – Chị đáp lại tôi.
5059,"Tôi thở phào rồi lấy từ trong tủ ra một gói mì, đổ gia vị, cho nước sôi vào rồi đậy nắp lại đợi cho mì chín. Một lát sau tôi bước ra ngoài phòng khách, trên tay cầm một chiếc khay bạc đựng một cái bát tô và một cốc cà phê nóng bốc lên những đụn khói nhỏ trong không gian."
5060,"– Bọn em chỉ có nhiêu đây thôi, chị thông cảm nhé? – Tôi đặt chiếc khay bạc lên bàn."
5061,"Chị Hye Bin nãy giờ vẫn còn mải nhìn vào trong phòng ngủ của tôi và YunHo, bị câu hỏi của tôi làm cho giật mình. Chị nhẹ nhàng khép cửa lại rồi bước đến ngồi xuống đối diện với tôi."
5062,– Cảm ơn em. Trông ngon quá.
5063,– Thật vậy ư? – Chị Hye Bin nhấp một ngụm cà phê rồi thích thú mỉm cười với tôi.
5064,"Chị Hye Bin là vợ của YunHo, đồng thời là một nhân viên của SM, cả hai quen nhau khoảng một năm trước và bốn tháng sau đã tiến đến hôn nhau. Những tưởng sau hôn sự này, tôi và YunHo đã có thể đường ai nấy đi, không còn sống chung dưới một mái nhà nữa. Vậy mà ngờ đâu chị Hye Bin lại ngỏ lời muốn mời tôi về sống chung, YunHo lại cùng nài nỉ. Từ chối mãi không xong, cuối cùng tôi quyết định thuận theo ý của hai vợ chồng này."
